Title,ID,Comment
[心得] Agoda聯名卡核卡,Clooney5566,: 以中信的標準其實卡面還蠻醜的
[心得] Agoda聯名卡核卡,timsky,: 一樣顏色 不錯 收藏一下
[心得] Agoda聯名卡核卡,TS28,: Agoda最便宜不是google無痕+其他信用卡回饋嗎
[心得] Agoda聯名卡核卡,TS28,: 噢噢看到了 為了白金會員
[心得] Agoda聯名卡核卡,dir0813,: Google-->無痕-->登錄白金會員-->其他信用卡
[心得] Agoda聯名卡核卡,dir0813,: 之前有白金會員，但是因為疫情歸零了。
[心得] Agoda聯名卡核卡,Ken52039,: 剛比較了一下 有便宜
[心得] Agoda聯名卡核卡,ferragamo7,: 今天剛好寫信給agoda客服問延後扣款匯率
[心得] Agoda聯名卡核卡,ferragamo7,": 因為訂房確認信25506日圓, 結果被扣款6214台幣"
[心得] Agoda聯名卡核卡,ferragamo7,": 客服說匯率不是依我們的刷卡銀行, 是他們協商的匯率"
[心得] Agoda聯名卡核卡,ferragamo7,": 所以使用國外訂房的延後扣款, 要記得切到該國網站及"
[心得] Agoda聯名卡核卡,ferragamo7,": 幣別, 例如日本就要切到日本版, 用日圓."
[心得] Agoda聯名卡核卡,tndh,: 卡辦下來要去哪裡改白金啊
[心得] Agoda聯名卡核卡,griffick,: 笑死   先加20%再打9折的agoda
[心得] Agoda聯名卡核卡,yoshilin,: 中信海外刷退不退手續費，這樣agoda免費取消是玩屁
[心得] Agoda聯名卡核卡,yoshilin,: 啊
[心得] Agoda聯名卡核卡,yoshilin,: 國外刷卡千萬不要選刷退不退手續費的爛銀行
[心得] Agoda聯名卡核卡,gn02316900,: agoda那個會員不知道有什麼吸引力 我本身帳號也是
[心得] Agoda聯名卡核卡,gn02316900,: 但沒比較便宜 特別促銷多飯店我也不太用的到呢
[心得] Agoda聯名卡核卡,A601B8,: 有時候用白金會員身分看到的價格還比完全沒有登入會
[心得] Agoda聯名卡核卡,A601B8,: 員還貴！
[心得] Agoda聯名卡核卡,blooorobert,: 現在還有人用阿狗打訂房喔，無痕最便宜會員等級最
[心得] Agoda聯名卡核卡,blooorobert,: 高還不要錢
[心得] Agoda聯名卡核卡,AGEHA4508,: 回樓上某樓，曾經有比較過切到日圓頁面反而更貴
[心得] Agoda聯名卡核卡,wlk9987,: 回f大 匯差很大是因為國外住宿的延後付款Agoda會加5
[心得] Agoda聯名卡核卡,wlk9987,: %左右的手續費 之前去日本旅遊我訂兩間 一個馬上付
[心得] Agoda聯名卡核卡,wlk9987,: 款一個延後付款 才發現有這件事（刷卡日差幾天而已
[心得] Agoda聯名卡核卡,wlk9987,: 但匯率天差地遠 ㄧgoogle才發現是這樣 ）
[心得] Agoda聯名卡核卡,pttccbbs,: 要訂房當天就結帳，不要延後付款，會被多收5%匯率
[心得] Agoda聯名卡核卡,pttccbbs,: 我也中標過，所以我都選日幣+當天付款
[心得] Agoda聯名卡核卡,bg567,: 我以前延後扣款變貴有打去客服說，它上面有寫到時
[心得] Agoda聯名卡核卡,bg567,: 候會以等值xxxxx日幣的台幣扣款，等值應該是以公開
[心得] Agoda聯名卡核卡,bg567,: 公定的匯率不應該是你們自己的匯率，而且你們匯率
[心得] Agoda聯名卡核卡,bg567,: 跟信用卡組織的也差太多了根本就不等值，客服就把
[心得] Agoda聯名卡核卡,bg567,: 的金額調整回來了，多扣的刷退
[心得] Agoda聯名卡核卡,pttccbbs,: 可惡，我應該當時去爭取的，至少被agoda多賺走1000
[心得] Agoda聯名卡核卡,pttccbbs,: 臺幣
[心得] Agoda聯名卡核卡,QQ5566,: 色澤可以 設計好醜 唉
[心得] Agoda聯名卡核卡,adychen1982,: 那個匯率好像就是裡面付款條約的澎博匯率，我有去
[心得] Agoda聯名卡核卡,adychen1982,: 看，明白顯示說會多收5%。害我不知道該部該取消重
[心得] Agoda聯名卡核卡,adychen1982,: 訂，再訂也都是貴了
[心得] Agoda聯名卡核卡,andy0055,: Agoda 每次看到價格都不一樣，原來還有此秘笈喔！
[心得] Agoda聯名卡核卡,andy0055,: 每次比到後來都跑去Expedia 下單 XD
[心得] Agoda聯名卡核卡,laiwayptt,: 延後付款比較貴是確定的，條款裡面都有寫，之前就
[心得] Agoda聯名卡核卡,laiwayptt,: 有討論了，可以打去跟客服爭取，運氣好可以取消
[心得] Agoda聯名卡核卡,zz45698,: 我白金會員 完全不知道有什麼優惠欸
[心得] Agoda聯名卡核卡,victoryss,: 偷偷告訴你
[心得] Agoda聯名卡核卡,victoryss,: 1：這張價格沒優勢
[心得] Agoda聯名卡核卡,victoryss,: 2：白金會員超容易拿到，有時還比較貴
[心得] Agoda聯名卡核卡,victoryss,: 3：A金超容易過期把你的回饋金A走
[心得] Agoda聯名卡核卡,victoryss,: 按錯補回
[心得] Agoda聯名卡核卡,may8010,: 白金會員隨便都有...真的便宜是直接無痕+高回饋卡
[心得] Agoda聯名卡核卡,a126963138,: 白金會員真的隨便就可拿到也沒啥特別還比較貴。算
[心得] Agoda聯名卡核卡,a126963138,: 是認證過的盤子
[心得] Agoda聯名卡核卡,BigBird110,: 白金會員很隨便吧..
[心得] Agoda聯名卡核卡,siowan135,: 重點不是匯率，是多收的5%
[心得] Agoda聯名卡核卡,kuter,: 日韓20%折扣 有比無痕google進去便宜
[心得] Agoda聯名卡核卡,chiahui7713,: 不小心變白金會員+1
[問題] 中華航空聯名卡購票如何輸入英文姓名,nigeltw,: 你試試看去掉空格和「-」，ex. A B-C 輸入ABC
[問題] 中華航空聯名卡購票如何輸入英文姓名,pr9558,: 不要打逗點？
[問題] 中華航空聯名卡購票如何輸入英文姓名,hkahka,: 你試了哪些？
[問題] 中華航空聯名卡購票如何輸入英文姓名,Kazamatsuri,: 那改問發卡銀行客服咧？
[問題] 中華航空聯名卡購票如何輸入英文姓名,bertkuan,: 姓 名對調
[問題] 中華航空聯名卡購票如何輸入英文姓名,paomien,: 姓 空格 名 全部大寫中間沒有 -
[問題] 中華航空聯名卡購票如何輸入英文姓名,paomien,: 跟信用卡卡面上名字格式一模一樣
[問題] 中華航空聯名卡購票如何輸入英文姓名,orange21,: 顯示信用卡名英文稱錯誤 ，？？？？
[問題] 中華航空聯名卡購票如何輸入英文姓名,hkahka,: LU YUYA
[問題] 中華航空聯名卡購票如何輸入英文姓名,neiliu,: 剛查信用卡聯名卡介紹有一個連往購票的連結（應該
[問題] 中華航空聯名卡購票如何輸入英文姓名,neiliu,: 跳轉華航購票頁面了）上面寫依信用卡卡片輸入姓名
[問題] 中華航空聯名卡購票如何輸入英文姓名,neiliu,: ，當初申辦輸入卡片是自己線上輸入還是紙本？英文
[問題] 中華航空聯名卡購票如何輸入英文姓名,neiliu,: 全型半形切換看看？
[問題] 中華航空聯名卡購票如何輸入英文姓名,neiliu,: 記得中信系統 可能同一id個別卡片每張英文姓名都可
[問題] 中華航空聯名卡購票如何輸入英文姓名,neiliu,: 能不同(問信用卡客服 華航那張系統是否不同？)
[問題] 中華航空聯名卡購票如何輸入英文姓名,asting,: 我也遇到一樣的問題，已經弄兩天了還是無解
[問題] 中華航空聯名卡購票如何輸入英文姓名,coolchris626,: 個人經驗打得跟信用卡上面顯示的完全一樣即可使用
[問題] 中華航空聯名卡購票如何輸入英文姓名,john0628,: A BC 試試看
[問題] 中華航空聯名卡購票如何輸入英文姓名,mzwesley,: 六月用中信華航訂票也有遇到一樣的問題，改成用聯
[問題] 中華航空聯名卡購票如何輸入英文姓名,mzwesley,: 名卡專屬網站就可以了
[問題] 中華航空聯名卡購票如何輸入英文姓名,tronic,: 聯名卡專屬網站在哪？我只有在華航上找到中信專區
[問題] 中華航空聯名卡購票如何輸入英文姓名,leopika,: 你該不會跑到大中華攜手飛專區吧
[問題] 中華航空聯名卡購票如何輸入英文姓名,stacy75885,: 跟信用卡上面一樣，姓名跟名字中間空一格空白鍵，然
[問題] 中華航空聯名卡購票如何輸入英文姓名,stacy75885,: 後全部大寫，不過我是三個的名字卡片英文舉例是LU Y
[問題] 中華航空聯名卡購票如何輸入英文姓名,stacy75885,: UYA，不像樓主 LU YU YA耶
[問題] 中華航空聯名卡購票如何輸入英文姓名,pippen2002,: 姓 空格 名 全部大寫中間沒有 -我都這樣寫
[問題] 中華航空聯名卡購票如何輸入英文姓名,pippen2002,: 不過也是key 姓 名字
[問題] 中華航空聯名卡購票如何輸入英文姓名,baobaocat,: 請問樓主後來怎麼解決的呢
Re: [情報] 中華航空聯名卡-中國信託,bignoob,: 強制算三年...
Re: [情報] 中華航空聯名卡-中國信託,JackLee5566,: 跟亞萬聯名卡一樣嗎? 自動轉換過去
Re: [情報] 中華航空聯名卡-中國信託,ivan761016,: 強制給效期這很牡蠣
Re: [情報] 中華航空聯名卡-中國信託,willieliu,: 長榮聯名卡表示我每個月自動轉
Re: [情報] 中華航空聯名卡-中國信託,pippen2002,: 強制給效期這很牡蠣! X!
Re: [情報] 中華航空聯名卡-中國信託,newlly,: 好弱 感謝消火
Re: [情報] 中華航空聯名卡-中國信託,bird7913,: 這樣大中華不是比較好用嗎？
Re: [情報] 中華航空聯名卡-中國信託,mandarava,: @bird7913 但是
Re: [情報] 中華航空聯名卡-中國信託,mandarava,: @bird7913 但是華航聯名卡的哩程比較為優惠，18（2000
Re: [情報] 中華航空聯名卡-中國信託,mandarava,: 0）/20（6600）；大中華則是22，以上為國內消費。
